# 1 amount of Vehicles
param nv :=
7 ;

# 2 amount of Orders
param no :=
12 ;

# 3 amount of locations
param nl :=
9 ;

# 4 amount of factories
param nf :=
3 ;

# 5 factory sets
set N_f_2[1] :=  5 ;
set N_f_2[2] :=  6 8 9 ;
set N_f_2[3] :=  7 ;

# 6 factory stop capacities
param H :=
1 1
2 2
3 1 ;

# 7 pickup locations for each order
param L_pd :=
1 4
2 2
3 1
4 3
5 4
6 1
7 4
8 4
9 3
10 2
11 2
12 4 ;

# 8 delivery locations for each order
param L_dd :=
1 9
2 8
3 7
4 6
5 5
6 7
7 9
8 5
9 7
10 9
11 7
12 5 ;

# 9 location sets
set L_2[1] :=  3 6 ;
set L_2[2] :=  2 10 11 ;
set L_2[3] :=  4 9 ;
set L_2[4] :=  1 5 7 8 12 ;
set L_2[5] :=  5 8 12 ;
set L_2[6] :=  4 ;
set L_2[7] :=  3 6 9 11 ;
set L_2[8] :=  2 ;
set L_2[9] :=  1 7 10 ;

# 10 order weights
param Q_kg_2 :=
1 1804.3707894398601
2 1054.7978042827312
3 1868.4102122079807
4 1208.3487989198509
5 650.51108160195
6 72.32695624592056
7 577.9488244656512
8 1728.1132310762769
9 4111.189987173315
10 72.21136585589039
11 1304.4011945073555
12 21373.539892907207 ;

# 11 order volumes
param Q_vol_2 :=
1 11.880039207073215
2 3.178206062469226
3 23.975059946013907
4 8.070283996089792
5 17.765807302222264
6 0.6878317090518172
7 3.543741067756731
8 18.892182589050435
9 65.83454319820012
10 1.034972184982565
11 11.237877215769181
12 91.35114489602252 ;

# 12 Locations vehicle can visit
set N_v_2[1] := 1 3 4 5 6 ;
set N_v_2[2] := 1 3 4 5 6 ;
set N_v_2[3] := 1 3 4 5 6 ;
set N_v_2[4] := 1 3 4 5 6 ;
set N_v_2[5] := 1 2 3 4 5 6 7 8 9 ;
set N_v_2[6] := 1 2 3 4 5 6 7 8 9 ;
set N_v_2[7] := 1 2 3 4 5 6 7 8 9 ;

# 13 Orders vehicles can pick up
set N_vp_2[1] := 3 4 5 6 7 8 ;
set N_vp_2[2] := 3 4 5 6 7 8 ;
set N_vp_2[3] := 1 3 4 5 6 7 8 9 ;
set N_vp_2[4] := 1 3 4 5 6 7 8 9 ;
set N_vp_2[5] := 1 2 3 4 5 6 7 8 9 10 11 12 ;
set N_vp_2[6] := 1 2 3 4 5 6 7 8 9 10 11 12 ;
set N_vp_2[7] := 1 2 3 4 5 6 7 8 9 10 11 12 ;

# 14 vehicle weight capacity
param K_kg :=
1 12000.0
2 12000.0
3 18000.0
4 18000.0
5 24000.0
6 24000.0
7 24000.0 ;

# 15 vehicle volume capacity
param K_vol :=
1 55.0
2 55.0
3 71.0
4 71.0
5 102.0
6 102.0
7 102.0 ;

# 16 amount of distance intervals
param na :=
1 2
2 2
3 2
4 2
5 2
6 2
7 2 ;

# 17 amount of weight intervals
param nb :=
1 2
2 2
3 2
4 2
5 3
6 3
7 3 ;

# 18 Distance intervals
param B_2 :=
1 1 1500.0
1 2 9999999.0
2 1 1500.0
2 2 9999999.0
3 1 1500.0
3 2 9999999.0
4 1 1500.0
4 2 9999999.0
5 1 1500.0
5 2 9999999.0
6 1 1500.0
6 2 9999999.0
7 1 1500.0
7 2 9999999.0 ;

# 19 Weight intervals
param Z_2 :=
1 1 1500.0
1 2 24000.0
1 3 . 
2 1 1500.0
2 2 24000.0
2 3 . 
3 1 1500.0
3 2 24000.0
3 3 . 
4 1 1500.0
4 2 24000.0
4 3 . 
5 1 700.0
5 2 3000.0
5 3 24000.0
6 1 700.0
6 2 3000.0
6 3 24000.0
7 1 700.0
7 2 3000.0
7 3 24000.0 ;

# 20 cost per kilometer
param C_km :=
1 1 1 0.11574494469165798
1 1 2 0.3723393221028571
1 1 3 . 
1 2 1 0.07716329646110535
1 2 2 0.2482262147352381
1 2 3 . 
2 1 1 0.11574494469165798
2 1 2 0.3723393221028571
2 1 3 . 
2 2 1 0.07716329646110535
2 2 2 0.2482262147352381
2 2 3 . 
3 1 1 0.13503576880693438
3 1 2 0.43439587578666683
3 1 3 . 
3 2 1 0.08487962610721587
3 2 2 0.2730488362087619
3 2 3 . 
4 1 1 0.13503576880693438
4 1 2 0.43439587578666683
4 1 3 . 
4 2 1 0.08487962610721587
4 2 2 0.2730488362087619
4 2 3 . 
5 1 1 0.10997314453125002
5 1 2 0.20935711350105707
5 1 3 0.4964524294704762
5 2 1 0.06873321533203125
5 2 2 0.13084819593816063
5 2 3 0.3102827684190475
6 1 1 0.10997314453125002
6 1 2 0.20935711350105707
6 1 3 0.4964524294704762
6 2 1 0.06873321533203125
6 2 2 0.13084819593816063
6 2 3 0.3102827684190475
7 1 1 0.10997314453125002
7 1 2 0.20935711350105707
7 1 3 0.4964524294704762
7 2 1 0.06873321533203125
7 2 2 0.13084819593816063
7 2 3 0.3102827684190475 ;

# 21 cost per kilo
param C_kg :=
1 1 1 0.004564315080642704
1 1 2 8.114541859150757E-4
1 1 3 . 
1 2 1 0.0018257260322570804
1 2 2 3.245816743660299E-4
1 2 3 . 
2 1 1 0.004564315080642704
2 1 2 8.114541859150757E-4
2 1 3 . 
2 2 1 0.0018257260322570804
2 2 2 3.245816743660299E-4
2 2 3 . 
3 1 1 0.004564315080642704
3 1 2 8.114541859150757E-4
3 1 3 . 
3 2 1 0.0018257260322570804
3 2 2 3.245816743660299E-4
3 2 3 . 
4 1 1 0.004564315080642704
4 1 2 8.114541859150757E-4
4 1 3 . 
4 2 1 0.0018257260322570804
4 2 2 3.245816743660299E-4
4 2 3 . 
5 1 1 0.0070495605468750035
5 1 2 0.0030595174524933127
5 1 3 8.114541859150757E-4
5 2 1 0.0028198242187500006
5 2 2 0.0012238069809973242
5 2 3 3.245816743660299E-4
6 1 1 0.0070495605468750035
6 1 2 0.0030595174524933127
6 1 3 8.114541859150757E-4
6 2 1 0.0028198242187500006
6 2 2 0.0012238069809973242
6 2 3 3.245816743660299E-4
7 1 1 0.0070495605468750035
7 1 2 0.0030595174524933127
7 1 3 8.114541859150757E-4
7 2 1 0.0028198242187500006
7 2 2 0.0012238069809973242
7 2 3 3.245816743660299E-4 ;

# 22 fixed costs
param C_fix :=
1 1 1 136.6875
1 1 2 764.94375
1 1 3 . 
1 2 1 1037.970703125
1 2 2 5808.7916015625
1 2 3 . 
2 1 1 136.6875
2 1 2 764.94375
2 1 3 . 
2 2 1 1037.970703125
2 2 2 5808.7916015625
2 2 3 . 
3 1 1 159.90504192000003
3 1 2 894.8759938560002
3 1 3 . 
3 2 1 1477.3559627052468
3 2 2 8267.721702398621
3 2 3 . 
4 1 1 159.90504192000003
4 1 2 894.8759938560002
4 1 3 . 
4 2 1 1477.3559627052468
4 2 2 8267.721702398621
4 2 3 . 
5 1 1 122.97711871999996
5 1 2 289.35792639999994
5 1 3 1093.0495669759996
5 2 1 1458.9605667660978
5 2 2 3432.848392390819
5 2 3 12967.584802256317
6 1 1 122.97711871999996
6 1 2 289.35792639999994
6 1 3 1093.0495669759996
6 2 1 1458.9605667660978
6 2 2 3432.848392390819
6 2 3 12967.584802256317
7 1 1 122.97711871999996
7 1 2 289.35792639999994
7 1 3 1093.0495669759996
7 2 1 1458.9605667660978
7 2 2 3432.848392390819
7 2 3 12967.584802256317 ;

# 23 stopping costs
param C_stop_2 :=
1 1 30.0
1 2 20.0
1 3 22.0
1 4 22.0
1 5 22.0
1 6 25.0
1 7 23.0
1 8 23.0
1 9 21.0
2 1 30.0
2 2 20.0
2 3 22.0
2 4 22.0
2 5 22.0
2 6 25.0
2 7 23.0
2 8 23.0
2 9 21.0
3 1 45.0
3 2 30.0
3 3 33.0
3 4 33.0
3 5 33.0
3 6 37.5
3 7 34.5
3 8 34.5
3 9 31.5
4 1 45.0
4 2 30.0
4 3 33.0
4 4 33.0
4 5 33.0
4 6 37.5
4 7 34.5
4 8 34.5
4 9 31.5
5 1 60.0
5 2 40.0
5 3 44.0
5 4 44.0
5 5 44.0
5 6 50.0
5 7 46.0
5 8 46.0
5 9 42.0
6 1 60.0
6 2 40.0
6 3 44.0
6 4 44.0
6 5 44.0
6 6 50.0
6 7 46.0
6 8 46.0
6 9 42.0
7 1 60.0
7 2 40.0
7 3 44.0
7 4 44.0
7 5 44.0
7 6 50.0
7 7 46.0
7 8 46.0
7 9 42.0 ;

# 24 cost of no transport
param C_2 :=
1 72673.56028751799
2 60335.15251822077
3 102354.64921713875
4 40273.7719852883
5 67525.427358387
6 61106.588420556065
7 52073.04249845941
8 79427.82413995844
9 168328.04767874465
10 48534.165594701786
11 83982.72668349458
12 348341.05306523986 ;

# 25 timewindow amounts at location
param pi_2 :=
1 3
2 4
3 3
4 3
5 4
6 3
7 3
8 4
9 4 ;

# 26 timewindow lower bounds
param T_l_2 :=
1 1 120.0
1 2 480.0
1 3 1560.0
1 4 . 
2 1 60.0
2 2 480.0
2 3 1500.0
2 4 1920.0
3 1 120.0
3 2 1560.0
3 3 3000.0
3 4 . 
4 1 0.0
4 2 240.0
4 3 1440.0
4 4 . 
5 1 0.0
5 2 240.0
5 3 1440.0
5 4 1740.0
6 1 0.0
6 2 1440.0
6 3 2880.0
6 4 . 
7 1 0.0
7 2 1440.0
7 3 2880.0
7 4 . 
8 1 0.0
8 2 1440.0
8 3 2880.0
8 4 4320.0
9 1 0.0
9 2 1440.0
9 3 2880.0
9 4 4320.0 ;

# 27 timewindow upper bounds
param T_u_2 :=
1 1 420.0
1 2 660.0
1 3 1860.0
1 4 . 
2 1 360.0
2 2 780.0
2 3 1800.0
2 4 2220.0
3 1 360.0
3 2 1800.0
3 3 3240.0
3 4 . 
4 1 180.0
4 2 420.0
4 3 1620.0
4 4 . 
5 1 180.0
5 2 480.0
5 3 1620.0
